ID,name,genre,game_details,popular_tags,publisher,developer,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
starwhal,STARWHAL,"Action,Casual,Indie,Sports","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Indie,LocalMultiplayer,Funny,Action,Multiplayer,Casual,Sports,Arcade,Space,4PlayerLocal,Competitive,2D,LocalCo-Op,Fighting,Retro,GreatSoundtrack,FamilyFriendly,Masterpiece,EarlyAccess,Fast-Paced","Breakfall,Breakfall",Breakfall,"Action,Casual,Indie,SportsBreakfall,BreakfallBreakfall","Action,Casual,Indie,SportsIndie,LocalMultiplayer,Funny,Action,Multiplayer,Casual,Sports,Arcade,Space,4PlayerLocal,Competitive,2D,LocalCo-Op,Fighting,Retro,GreatSoundtrack,FamilyFriendly,Masterpiece,EarlyAccess,Fast-PacedBreakfall","Action,Casual,Indie,SportsIndie,LocalMultiplayer,Funny,Action,Multiplayer,Casual,Sports,Arcade,Space,4PlayerLocal,Competitive,2D,LocalCo-Op,Fighting,Retro,GreatSoundtrack,FamilyFriendly,Masterpiece,EarlyAccess,Fast-PacedSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Action,Casual,Indie,SportsBreakfall,BreakfallBreakfallSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards"
renownedexplorersinternationalsociety,Renowned Explorers: International Society,"Adventure,Indie,RPG,Strategy","Single-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Strategy,Adventure,RPG,Turn-Based,Indie,Turn-BasedStrategy,Rogue-like,Singleplayer,Diplomacy,TacticalRPG,Exploration,Economy,2D,ReplayValue,Rogue-lite,Funny,Casual,Comedy,Turn-BasedTactics,Turn-BasedCombat","AbbeyGames,AbbeyGames",AbbeyGames,"Adventure,Indie,RPG,StrategyAbbeyGames,AbbeyGamesAbbeyGames","Adventure,Indie,RPG,StrategyStrategy,Adventure,RPG,Turn-Based,Indie,Turn-BasedStrategy,Rogue-like,Singleplayer,Diplomacy,TacticalRPG,Exploration,Economy,2D,ReplayValue,Rogue-lite,Funny,Casual,Comedy,Turn-BasedTactics,Turn-BasedCombatAbbeyGames","Adventure,Indie,RPG,StrategyStrategy,Adventure,RPG,Turn-Based,Indie,Turn-BasedStrategy,Rogue-like,Singleplayer,Diplomacy,TacticalRPG,Exploration,Economy,2D,ReplayValue,Rogue-lite,Funny,Casual,Comedy,Turn-BasedTactics,Turn-BasedCombatSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Adventure,Indie,RPG,StrategyAbbeyGames,AbbeyGamesAbbeyGamesSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards"
nancydrewthehauntedcarousel,Nancy Drew®: The Haunted Carousel,Adventure,Single-player,"Adventure,Point&Click,Mystery,FemaleProtagonist,Puzzle,Detective","HeRInteractive,HeRInteractive",HeRInteractive,"AdventureHeRInteractive,HeRInteractiveHeRInteractive","AdventureAdventure,Point&Click,Mystery,FemaleProtagonist,Puzzle,DetectiveHeRInteractive","AdventureAdventure,Point&Click,Mystery,FemaleProtagonist,Puzzle,DetectiveSingle-player","AdventureHeRInteractive,HeRInteractiveHeRInteractiveSingle-player"
bejeweled2deluxe,Bejeweled 2 Deluxe,Casual,Single-player,"Casual,Match3,Puzzle,Singleplayer","PopCapGames,Inc.,PopCapGames,Inc.","PopCapGames,Inc.","CasualPopCapGames,Inc.,PopCapGames,Inc.PopCapGames,Inc.","CasualCasual,Match3,Puzzle,SingleplayerPopCapGames,Inc.","CasualCasual,Match3,Puzzle,SingleplayerSingle-player","CasualPopCapGames,Inc.,PopCapGames,Inc.PopCapGames,Inc.Single-player"
wormsreloaded,Worms Reloaded,Strategy,"Single-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards","Strategy,2D,Turn-Based,Multiplayer,Turn-BasedStrategy,Funny,LocalMultiplayer,Classic,OnlineCo-Op,Comedy,Action,LocalCo-Op,Team-Based,Singleplayer,SideScroller,Competitive,Tactical,Co-op,4PlayerLocal","Team17DigitalLtd,Team17DigitalLtd",Team17DigitalLtd,"StrategyTeam17DigitalLtd,Team17DigitalLtdTeam17DigitalLtd","StrategyStrategy,2D,Turn-Based,Multiplayer,Turn-BasedStrategy,Funny,LocalMultiplayer,Classic,OnlineCo-Op,Comedy,Action,LocalCo-Op,Team-Based,Singleplayer,SideScroller,Competitive,Tactical,Co-op,4PlayerLocalTeam17DigitalLtd","StrategyStrategy,2D,Turn-Based,Multiplayer,Turn-BasedStrategy,Funny,LocalMultiplayer,Classic,OnlineCo-Op,Comedy,Action,LocalCo-Op,Team-Based,Singleplayer,SideScroller,Competitive,Tactical,Co-op,4PlayerLocalSingle-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards","StrategyTeam17DigitalLtd,Team17DigitalLtdTeam17DigitalLtdSingle-player,Multi-player,SteamAchievements,PartialControllerSupport,SteamCloud,Stats,SteamLeaderboards"
sunrideracademy,Sunrider Academy,"Casual,Indie,Simulation","Single-player,SteamAchievements,SteamTradingCards","Nudity,Anime,DatingSim,VisualNovel,SexualContent,Mature,Indie,Simulation,Romance,Casual,Management,Singleplayer,GreatSoundtrack,Comedy,Cute,MultipleEndings","SekaiProject,SekaiProject",LoveinSpace,"Casual,Indie,SimulationSekaiProject,SekaiProjectLoveinSpace","Casual,Indie,SimulationNudity,Anime,DatingSim,VisualNovel,SexualContent,Mature,Indie,Simulation,Romance,Casual,Management,Singleplayer,GreatSoundtrack,Comedy,Cute,MultipleEndingsLoveinSpace","Casual,Indie,SimulationNudity,Anime,DatingSim,VisualNovel,SexualContent,Mature,Indie,Simulation,Romance,Casual,Management,Singleplayer,GreatSoundtrack,Comedy,Cute,MultipleEndingsSingle-player,SteamAchievements,SteamTradingCards","Casual,Indie,SimulationSekaiProject,SekaiProjectLoveinSpaceSingle-player,SteamAchievements,SteamTradingCards"
texmurphyunderakillingmoon,Tex Murphy: Under a Killing Moon,Adventure,Single-player,"Adventure,FMV,Noir,Point&Click,Detective,Classic,Sci-fi,Comedy,Mystery,CultClassic,1990's,First-Person,Cyberpunk,Exploration,Post-apocalyptic,Dystopian,Puzzle,Atmospheric,Funny","NightdiveStudios,NightdiveStudios",AccessSoftware,"AdventureNightdiveStudios,NightdiveStudiosAccessSoftware","AdventureAdventure,FMV,Noir,Point&Click,Detective,Classic,Sci-fi,Comedy,Mystery,CultClassic,1990's,First-Person,Cyberpunk,Exploration,Post-apocalyptic,Dystopian,Puzzle,Atmospheric,FunnyAccessSoftware","AdventureAdventure,FMV,Noir,Point&Click,Detective,Classic,Sci-fi,Comedy,Mystery,CultClassic,1990's,First-Person,Cyberpunk,Exploration,Post-apocalyptic,Dystopian,Puzzle,Atmospheric,FunnySingle-player","AdventureNightdiveStudios,NightdiveStudiosAccessSoftwareSingle-player"
survivalist,Survivalist,"Action,Adventure,Indie,RPG,Simulation,Strategy","Single-player,OnlineCo-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Survival,Zombies,RPG,OpenWorld,Action,Strategy,Adventure,BaseBuilding,Indie,Sandbox,Simulation,Post-apocalyptic,Multiplayer,Co-op,Top-Down,Singleplayer,Violent,SurvivalHorror,Crafting,Horror","GinormocorpHoldingsLtd,GinormocorpHoldingsLtd",Bob,"Action,Adventure,Indie,RPG,Simulation,StrategyGinormocorpHoldingsLtd,GinormocorpHoldingsLtdBob","Action,Adventure,Indie,RPG,Simulation,StrategySurvival,Zombies,RPG,OpenWorld,Action,Strategy,Adventure,BaseBuilding,Indie,Sandbox,Simulation,Post-apocalyptic,Multiplayer,Co-op,Top-Down,Singleplayer,Violent,SurvivalHorror,Crafting,HorrorBob","Action,Adventure,Indie,RPG,Simulation,StrategySurvival,Zombies,RPG,OpenWorld,Action,Strategy,Adventure,BaseBuilding,Indie,Sandbox,Simulation,Post-apocalyptic,Multiplayer,Co-op,Top-Down,Singleplayer,Violent,SurvivalHorror,Crafting,HorrorSingle-player,OnlineCo-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,Indie,RPG,Simulation,StrategyGinormocorpHoldingsLtd,GinormocorpHoldingsLtdBobSingle-player,OnlineCo-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
rebelgalaxy,Rebel Galaxy,"Action,Adventure,Indie,RPG,Simulation","Single-player,SteamAchievements,Fullcontrollersupport,SteamCloud","Space,Sci-fi,OpenWorld,GreatSoundtrack,RPG,Adventure,Singleplayer,Action,SpaceSim,Simulation,Indie,Sandbox,Atmospheric,Exploration,ThirdPerson,Trading,Strategy,2D,Arcade,Shooter","DoubleDamageGames,DoubleDamageGames",DoubleDamageGames,"Action,Adventure,Indie,RPG,SimulationDoubleDamageGames,DoubleDamageGamesDoubleDamageGames","Action,Adventure,Indie,RPG,SimulationSpace,Sci-fi,OpenWorld,GreatSoundtrack,RPG,Adventure,Singleplayer,Action,SpaceSim,Simulation,Indie,Sandbox,Atmospheric,Exploration,ThirdPerson,Trading,Strategy,2D,Arcade,ShooterDoubleDamageGames","Action,Adventure,Indie,RPG,SimulationSpace,Sci-fi,OpenWorld,GreatSoundtrack,RPG,Adventure,Singleplayer,Action,SpaceSim,Simulation,Indie,Sandbox,Atmospheric,Exploration,ThirdPerson,Trading,Strategy,2D,Arcade,ShooterSingle-player,SteamAchievements,Fullcontrollersupport,SteamCloud","Action,Adventure,Indie,RPG,SimulationDoubleDamageGames,DoubleDamageGamesDoubleDamageGamesSingle-player,SteamAchievements,Fullcontrollersupport,SteamCloud"
damned,Damned,Adventure,"Multi-player,Co-op,SteamAchievements,SteamTradingCards,PartialControllerSupport","Horror,Multiplayer,Co-op,Survival,SurvivalHorror,Adventure,OnlineCo-Op,Indie,First-Person,Team-Based,Exploration","9headsGameStudios,9headsGameStudios",9headsGameStudios,"Adventure9headsGameStudios,9headsGameStudios9headsGameStudios","AdventureHorror,Multiplayer,Co-op,Survival,SurvivalHorror,Adventure,OnlineCo-Op,Indie,First-Person,Team-Based,Exploration9headsGameStudios","AdventureHorror,Multiplayer,Co-op,Survival,SurvivalHorror,Adventure,OnlineCo-Op,Indie,First-Person,Team-Based,ExplorationMulti-player,Co-op,SteamAchievements,SteamTradingCards,PartialControllerSupport","Adventure9headsGameStudios,9headsGameStudios9headsGameStudiosMulti-player,Co-op,SteamAchievements,SteamTradingCards,PartialControllerSupport"
heroofthekingdom,Hero of the Kingdom,"Adventure,Casual,Indie,RPG","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Casual,Adventure,Indie,Point&Click,Singleplayer,RPG,HiddenObject,Fantasy,Short,ResourceManagement,Strategy,Isometric,Clicker,StoryRich","LonelyTroops,LonelyTroops",LonelyTroops,"Adventure,Casual,Indie,RPGLonelyTroops,LonelyTroopsLonelyTroops","Adventure,Casual,Indie,RPGCasual,Adventure,Indie,Point&Click,Singleplayer,RPG,HiddenObject,Fantasy,Short,ResourceManagement,Strategy,Isometric,Clicker,StoryRichLonelyTroops","Adventure,Casual,Indie,RPGCasual,Adventure,Indie,Point&Click,Singleplayer,RPG,HiddenObject,Fantasy,Short,ResourceManagement,Strategy,Isometric,Clicker,StoryRichSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,Casual,Indie,RPGLonelyTroops,LonelyTroopsLonelyTroopsSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
kingofdragonpass,King of Dragon Pass,"RPG,Strategy","Single-player,SteamAchievements,SteamTradingCards,SteamLeaderboards","Strategy,RPG,Fantasy,StoryRich,Atmospheric,Mythology,ChooseYourOwnAdventure,Difficult,CultClassic,InteractiveFiction,Classic,Adventure,Retro,Remake,Medieval,1990's,1980s,BoardGame,ChoicesMatter","HeroCraft,HeroCraft","ASharp,LLC","RPG,StrategyHeroCraft,HeroCraftASharp,LLC","RPG,StrategyStrategy,RPG,Fantasy,StoryRich,Atmospheric,Mythology,ChooseYourOwnAdventure,Difficult,CultClassic,InteractiveFiction,Classic,Adventure,Retro,Remake,Medieval,1990's,1980s,BoardGame,ChoicesMatterASharp,LLC","RPG,StrategyStrategy,RPG,Fantasy,StoryRich,Atmospheric,Mythology,ChooseYourOwnAdventure,Difficult,CultClassic,InteractiveFiction,Classic,Adventure,Retro,Remake,Medieval,1990's,1980s,BoardGame,ChoicesMatterSingle-player,SteamAchievements,SteamTradingCards,SteamLeaderboards","RPG,StrategyHeroCraft,HeroCraftASharp,LLCSingle-player,SteamAchievements,SteamTradingCards,SteamLeaderboards"
rpgmaker2003,RPG Maker 2003,"Design&Illustration,WebPublishing",,"Design&Illustration,GameDevelopment,WebPublishing,RPGMaker,RPG","Degica,Degica",KADOKAWA,"Design&Illustration,WebPublishingDegica,DegicaKADOKAWA","Design&Illustration,WebPublishingDesign&Illustration,GameDevelopment,WebPublishing,RPGMaker,RPGKADOKAWA","Design&Illustration,WebPublishingDesign&Illustration,GameDevelopment,WebPublishing,RPGMaker,RPG","Design&Illustration,WebPublishingDegica,DegicaKADOKAWA"
constructionsimulator2015,Construction Simulator 2015,"Casual,Simulation","Single-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","Simulation,Building,Multiplayer,OpenWorld,Driving,Singleplayer,Co-op,Realistic,Management,Casual,Strategy,Action,Crafting,Sandbox,CityBuilder,Mod,Moddable,Controller,Indie,FamilyFriendly","astragonEntertainment,astragonEntertainment",weltenbauer.SoftwareEntwicklungGmbH,"Casual,SimulationastragonEntertainment,astragonEntertainmentweltenbauer.SoftwareEntwicklungGmbH","Casual,SimulationSimulation,Building,Multiplayer,OpenWorld,Driving,Singleplayer,Co-op,Realistic,Management,Casual,Strategy,Action,Crafting,Sandbox,CityBuilder,Mod,Moddable,Controller,Indie,FamilyFriendlyweltenbauer.SoftwareEntwicklungGmbH","Casual,SimulationSimulation,Building,Multiplayer,OpenWorld,Driving,Singleplayer,Co-op,Realistic,Management,Casual,Strategy,Action,Crafting,Sandbox,CityBuilder,Mod,Moddable,Controller,Indie,FamilyFriendlySingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","Casual,SimulationastragonEntertainment,astragonEntertainmentweltenbauer.SoftwareEntwicklungGmbHSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud"
dreamfallchapters,Dreamfall Chapters,"Adventure,Indie","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Adventure,StoryRich,FemaleProtagonist,Atmospheric,Fantasy,Cyberpunk,ChoicesMatter,Singleplayer,Episodic,Kickstarter,Sci-fi,ThirdPerson,Point&Click,Indie,GreatSoundtrack,Futuristic,ChooseYourOwnAdventure,Exploration,Masterpiece,WalkingSimulator","RedThreadGames,RedThreadGames",RedThreadGames,"Adventure,IndieRedThreadGames,RedThreadGamesRedThreadGames","Adventure,IndieAdventure,StoryRich,FemaleProtagonist,Atmospheric,Fantasy,Cyberpunk,ChoicesMatter,Singleplayer,Episodic,Kickstarter,Sci-fi,ThirdPerson,Point&Click,Indie,GreatSoundtrack,Futuristic,ChooseYourOwnAdventure,Exploration,Masterpiece,WalkingSimulatorRedThreadGames","Adventure,IndieAdventure,StoryRich,FemaleProtagonist,Atmospheric,Fantasy,Cyberpunk,ChoicesMatter,Singleplayer,Episodic,Kickstarter,Sci-fi,ThirdPerson,Point&Click,Indie,GreatSoundtrack,Futuristic,ChooseYourOwnAdventure,Exploration,Masterpiece,WalkingSimulatorSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Adventure,IndieRedThreadGames,RedThreadGamesRedThreadGamesSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
finalfantasyxiii2,FINAL FANTASY® XIII-2,RPG,"Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","JRPG,RPG,Fantasy,FemaleProtagonist,Singleplayer,GreatSoundtrack,StoryRich,Anime,Adventure,TimeTravel,Action,Sci-fi,ThirdPerson,OpenWorld,ActionRPG,Cinematic,Turn-Based,Linear,Atmospheric,Masterpiece","SquareEnix,SquareEnix",SquareEnix,"RPGSquareEnix,SquareEnixSquareEnix","RPGJRPG,RPG,Fantasy,FemaleProtagonist,Singleplayer,GreatSoundtrack,StoryRich,Anime,Adventure,TimeTravel,Action,Sci-fi,ThirdPerson,OpenWorld,ActionRPG,Cinematic,Turn-Based,Linear,Atmospheric,MasterpieceSquareEnix","RPGJRPG,RPG,Fantasy,FemaleProtagonist,Singleplayer,GreatSoundtrack,StoryRich,Anime,Adventure,TimeTravel,Action,Sci-fi,ThirdPerson,OpenWorld,ActionRPG,Cinematic,Turn-Based,Linear,Atmospheric,MasterpieceSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","RPGSquareEnix,SquareEnixSquareEnixSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud"
transistor,Transistor,"Action,Indie,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","GreatSoundtrack,FemaleProtagonist,Indie,Cyberpunk,Sci-fi,StoryRich,ActionRPG,Singleplayer,RPG,Beautiful,Isometric,Masterpiece,Atmospheric,Action,Narration,Strategy,Adventure,Tactical,Turn-Based,Short","SupergiantGames,SupergiantGames",SupergiantGames,"Action,Indie,RPGSupergiantGames,SupergiantGamesSupergiantGames","Action,Indie,RPGGreatSoundtrack,FemaleProtagonist,Indie,Cyberpunk,Sci-fi,StoryRich,ActionRPG,Singleplayer,RPG,Beautiful,Isometric,Masterpiece,Atmospheric,Action,Narration,Strategy,Adventure,Tactical,Turn-Based,ShortSupergiantGames","Action,Indie,RPGGreatSoundtrack,FemaleProtagonist,Indie,Cyberpunk,Sci-fi,StoryRich,ActionRPG,Singleplayer,RPG,Beautiful,Isometric,Masterpiece,Atmospheric,Action,Narration,Strategy,Adventure,Tactical,Turn-Based,ShortSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Indie,RPGSupergiantGames,SupergiantGamesSupergiantGamesSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
dragonageorigins,Dragon Age: Origins,RPG,Single-player,"RPG,Fantasy,StoryRich,MultipleEndings,Singleplayer,Adventure,Real-TimewithPause,ChoicesMatter,Masterpiece,Atmospheric,CharacterCustomization,DarkFantasy,Tactical,Party-BasedRPG,OpenWorld,Dragons,Romance,ThirdPerson,Action,FemaleProtagonist","ElectronicArts,ElectronicArts",BioWare,"RPGElectronicArts,ElectronicArtsBioWare","RPGRPG,Fantasy,StoryRich,MultipleEndings,Singleplayer,Adventure,Real-TimewithPause,ChoicesMatter,Masterpiece,Atmospheric,CharacterCustomization,DarkFantasy,Tactical,Party-BasedRPG,OpenWorld,Dragons,Romance,ThirdPerson,Action,FemaleProtagonistBioWare","RPGRPG,Fantasy,StoryRich,MultipleEndings,Singleplayer,Adventure,Real-TimewithPause,ChoicesMatter,Masterpiece,Atmospheric,CharacterCustomization,DarkFantasy,Tactical,Party-BasedRPG,OpenWorld,Dragons,Romance,ThirdPerson,Action,FemaleProtagonistSingle-player","RPGElectronicArts,ElectronicArtsBioWareSingle-player"
interplanetary,Interplanetary,"Indie,Strategy","Single-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","Strategy,Space,Indie,Turn-BasedStrategy,Multiplayer,Turn-Based,Singleplayer,Sci-fi,Physics,4X,LocalMultiplayer,EarlyAccess","Team17DigitalLtd,Team17DigitalLtd",TeamJollyRoger,"Indie,StrategyTeam17DigitalLtd,Team17DigitalLtdTeamJollyRoger","Indie,StrategyStrategy,Space,Indie,Turn-BasedStrategy,Multiplayer,Turn-Based,Singleplayer,Sci-fi,Physics,4X,LocalMultiplayer,EarlyAccessTeamJollyRoger","Indie,StrategyStrategy,Space,Indie,Turn-BasedStrategy,Multiplayer,Turn-Based,Singleplayer,Sci-fi,Physics,4X,LocalMultiplayer,EarlyAccessSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards","Indie,StrategyTeam17DigitalLtd,Team17DigitalLtdTeamJollyRogerSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards"
robocraft,Robocraft,"Action,FreetoPlay,Indie,MassivelyMultiplayer,RPG,Simulation","Multi-player,OnlineMulti-Player,MMO,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","FreetoPlay,Robots,Building,Multiplayer,Action,Shooter,PvP,MassivelyMultiplayer,Sandbox,Crafting,Third-PersonShooter,Sci-fi,Strategy,Simulation,EarlyAccess,Indie,OpenWorld,Funny,Adventure,RPG","Freejam,Freejam",Freejam,"Action,FreetoPlay,Indie,MassivelyMultiplayer,RPG,SimulationFreejam,FreejamFreejam","Action,FreetoPlay,Indie,MassivelyMultiplayer,RPG,SimulationFreetoPlay,Robots,Building,Multiplayer,Action,Shooter,PvP,MassivelyMultiplayer,Sandbox,Crafting,Third-PersonShooter,Sci-fi,Strategy,Simulation,EarlyAccess,Indie,OpenWorld,Funny,Adventure,RPGFreejam","Action,FreetoPlay,Indie,MassivelyMultiplayer,RPG,SimulationFreetoPlay,Robots,Building,Multiplayer,Action,Shooter,PvP,MassivelyMultiplayer,Sandbox,Crafting,Third-PersonShooter,Sci-fi,Strategy,Simulation,EarlyAccess,Indie,OpenWorld,Funny,Adventure,RPGMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","Action,FreetoPlay,Indie,MassivelyMultiplayer,RPG,SimulationFreejam,FreejamFreejamMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases"
legobatman3beyondgotham,LEGO® Batman™ 3: Beyond Gotham,"Action,Adventure","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud","LEGO,Batman,Adventure,Action,Superhero,OpenWorld,Multiplayer,Funny,Space,LocalCo-Op,Comedy,Co-op,FamilyFriendly,ThirdPerson,Singleplayer,Puzzle,Controller,ComicBook,Sandbox,OnlineCo-Op","WBGames,FeralInteractive(Mac),WBGames,FeralInteractive(Mac)","TTGamesLtd,FeralInteractive(Mac)","Action,AdventureWBGames,FeralInteractive(Mac),WBGames,FeralInteractive(Mac)TTGamesLtd,FeralInteractive(Mac)","Action,AdventureLEGO,Batman,Adventure,Action,Superhero,OpenWorld,Multiplayer,Funny,Space,LocalCo-Op,Comedy,Co-op,FamilyFriendly,ThirdPerson,Singleplayer,Puzzle,Controller,ComicBook,Sandbox,OnlineCo-OpTTGamesLtd,FeralInteractive(Mac)","Action,AdventureLEGO,Batman,Adventure,Action,Superhero,OpenWorld,Multiplayer,Funny,Space,LocalCo-Op,Comedy,Co-op,FamilyFriendly,ThirdPerson,Singleplayer,Puzzle,Controller,ComicBook,Sandbox,OnlineCo-OpSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud","Action,AdventureWBGames,FeralInteractive(Mac),WBGames,FeralInteractive(Mac)TTGamesLtd,FeralInteractive(Mac)Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud"
metalgearsolidvgroundzeroes,METAL GEAR SOLID V: GROUND ZEROES,"Action,Adventure","Single-player,SteamAchievements,Fullcontrollersupport,SteamCloud,SteamLeaderboards","Stealth,Action,Tactical,Short,Singleplayer,ThirdPerson,StoryRich,Cinematic,OpenWorld,ReplayValue,Atmospheric,GreatSoundtrack,Third-PersonShooter,Masterpiece,Shooter,Adventure,Sandbox,Classic,ColdWar,Dark","KonamiDigitalEntertainment,KonamiDigitalEntertainment",KojimaProductions,"Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKojimaProductions","Action,AdventureStealth,Action,Tactical,Short,Singleplayer,ThirdPerson,StoryRich,Cinematic,OpenWorld,ReplayValue,Atmospheric,GreatSoundtrack,Third-PersonShooter,Masterpiece,Shooter,Adventure,Sandbox,Classic,ColdWar,DarkKojimaProductions","Action,AdventureStealth,Action,Tactical,Short,Singleplayer,ThirdPerson,StoryRich,Cinematic,OpenWorld,ReplayValue,Atmospheric,GreatSoundtrack,Third-PersonShooter,Masterpiece,Shooter,Adventure,Sandbox,Classic,ColdWar,DarkSingle-player,SteamAchievements,Fullcontrollersupport,SteamCloud,SteamLeaderboards","Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKojimaProductionsSingle-player,SteamAchievements,Fullcontrollersupport,SteamCloud,SteamLeaderboards"
silenthunterwolvesofthepacific,Silent Hunter®: Wolves of the Pacific,Simulation,"Single-player,Multi-player","Simulation,Submarine,WorldWarII,Naval,Military","Ubisoft,Ubisoft",UbisoftRomania,"SimulationUbisoft,UbisoftUbisoftRomania","SimulationSimulation,Submarine,WorldWarII,Naval,MilitaryUbisoftRomania","SimulationSimulation,Submarine,WorldWarII,Naval,MilitarySingle-player,Multi-player","SimulationUbisoft,UbisoftUbisoftRomaniaSingle-player,Multi-player"
strikesuitzero,Strike Suit Zero,"Action,Indie,Simulation","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards,Includesleveleditor","Space,Action,Mechs,Sci-fi,Indie,Simulation,Shooter,Flight,GreatSoundtrack,Singleplayer,SpaceSim,VR,Robots,ThirdPerson,Third-PersonShooter,Kickstarter","BornReadyGames,BornReadyGames",BornReadyGamesLtd.,"Action,Indie,SimulationBornReadyGames,BornReadyGamesBornReadyGamesLtd.","Action,Indie,SimulationSpace,Action,Mechs,Sci-fi,Indie,Simulation,Shooter,Flight,GreatSoundtrack,Singleplayer,SpaceSim,VR,Robots,ThirdPerson,Third-PersonShooter,KickstarterBornReadyGamesLtd.","Action,Indie,SimulationSpace,Action,Mechs,Sci-fi,Indie,Simulation,Shooter,Flight,GreatSoundtrack,Singleplayer,SpaceSim,VR,Robots,ThirdPerson,Third-PersonShooter,KickstarterSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards,Includesleveleditor","Action,Indie,SimulationBornReadyGames,BornReadyGamesBornReadyGamesLtd.Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud,SteamLeaderboards,Includesleveleditor"
warlock2theexiled,Warlock 2: The Exiled,Strategy,"Single-player,Multi-player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud","Strategy,Fantasy,Turn-Based,Turn-BasedStrategy,4X,Magic,Multiplayer,HexGrid,RPG,Singleplayer,Adventure","ParadoxInteractive,ParadoxInteractive",Ino-CoPlus,"StrategyParadoxInteractive,ParadoxInteractiveIno-CoPlus","StrategyStrategy,Fantasy,Turn-Based,Turn-BasedStrategy,4X,Magic,Multiplayer,HexGrid,RPG,Singleplayer,AdventureIno-CoPlus","StrategyStrategy,Fantasy,Turn-Based,Turn-BasedStrategy,4X,Magic,Multiplayer,HexGrid,RPG,Singleplayer,AdventureSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud","StrategyParadoxInteractive,ParadoxInteractiveIno-CoPlusSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud"
