ID,name,genre,game_details,popular_tags,publisher,developer,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
cubot,Cubot,Indie,"Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Indie,Puzzle,Minimalist,Casual","NicolasPierre-Loti-Viaud,NicolasPierre-Loti-Viaud",NicolasPierre-Loti-Viaud,"IndieNicolasPierre-Loti-Viaud,NicolasPierre-Loti-ViaudNicolasPierre-Loti-Viaud","IndieIndie,Puzzle,Minimalist,CasualNicolasPierre-Loti-Viaud","IndieIndie,Puzzle,Minimalist,CasualSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","IndieNicolasPierre-Loti-Viaud,NicolasPierre-Loti-ViaudNicolasPierre-Loti-ViaudSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport"
containmentthezombiepuzzler,Containment: The Zombie Puzzler,"Casual,Indie","Single-player,SteamAchievements,SteamLeaderboards","Casual,Indie,Puzzle,Zombies,Singleplayer","BootsnakeGames,BootsnakeGames",BootsnakeGames,"Casual,IndieBootsnakeGames,BootsnakeGamesBootsnakeGames","Casual,IndieCasual,Indie,Puzzle,Zombies,SingleplayerBootsnakeGames","Casual,IndieCasual,Indie,Puzzle,Zombies,SingleplayerSingle-player,SteamAchievements,SteamLeaderboards","Casual,IndieBootsnakeGames,BootsnakeGamesBootsnakeGamesSingle-player,SteamAchievements,SteamLeaderboards"
comedyquest,Comedy Quest,"Adventure,Casual,FreetoPlay,Indie","Single-player,PartialControllerSupport","FreetoPlay,Casual,Indie,Adventure,Point&Click,Comedy,Multiplayer,PixelGraphics,Funny","CrothersGames,CrothersGames",TravNash,"Adventure,Casual,FreetoPlay,IndieCrothersGames,CrothersGamesTravNash","Adventure,Casual,FreetoPlay,IndieFreetoPlay,Casual,Indie,Adventure,Point&Click,Comedy,Multiplayer,PixelGraphics,FunnyTravNash","Adventure,Casual,FreetoPlay,IndieFreetoPlay,Casual,Indie,Adventure,Point&Click,Comedy,Multiplayer,PixelGraphics,FunnySingle-player,PartialControllerSupport","Adventure,Casual,FreetoPlay,IndieCrothersGames,CrothersGamesTravNashSingle-player,PartialControllerSupport"
sc2vntheesportsvisualnovel,SC2VN - The eSports Visual Novel,"Adventure,Casual,FreetoPlay,Indie,RPG,Simulation",Single-player,"VisualNovel,Anime,FreetoPlay,Indie,Casual,Simulation,RPG,Adventure,e-sports,Nudity,Memes,PsychologicalHorror,Romance","TeamEleven,TeamEleven",TeamEleven,"Adventure,Casual,FreetoPlay,Indie,RPG,SimulationTeamEleven,TeamElevenTeamEleven","Adventure,Casual,FreetoPlay,Indie,RPG,SimulationVisualNovel,Anime,FreetoPlay,Indie,Casual,Simulation,RPG,Adventure,e-sports,Nudity,Memes,PsychologicalHorror,RomanceTeamEleven","Adventure,Casual,FreetoPlay,Indie,RPG,SimulationVisualNovel,Anime,FreetoPlay,Indie,Casual,Simulation,RPG,Adventure,e-sports,Nudity,Memes,PsychologicalHorror,RomanceSingle-player","Adventure,Casual,FreetoPlay,Indie,RPG,SimulationTeamEleven,TeamElevenTeamElevenSingle-player"
constructionsimulator2015verticalskyline,Construction Simulator 2015: Vertical Skyline,"Casual,Simulation","Single-player,Multi-player,Co-op,Cross-PlatformMultiplayer,DownloadableContent,SteamAchievements,SteamWorkshop,PartialControllerSupport,SteamCloud","Simulation,Casual","astragonEntertainment,astragonEntertainment",weltenbauer.SoftwareEntwicklungGmbH,"Casual,SimulationastragonEntertainment,astragonEntertainmentweltenbauer.SoftwareEntwicklungGmbH","Casual,SimulationSimulation,Casualweltenbauer.SoftwareEntwicklungGmbH","Casual,SimulationSimulation,CasualSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,DownloadableContent,SteamAchievements,SteamWorkshop,PartialControllerSupport,SteamCloud","Casual,SimulationastragonEntertainment,astragonEntertainmentweltenbauer.SoftwareEntwicklungGmbHSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,DownloadableContent,SteamAchievements,SteamWorkshop,PartialControllerSupport,SteamCloud"
siralim,Siralim,"Indie,RPG","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","RPG,Indie,Fantasy,Turn-Based,Retro,Rogue-lite,Rogue-like","ThylacineStudiosLLC,ThylacineStudiosLLC",ThylacineStudios,"Indie,RPGThylacineStudiosLLC,ThylacineStudiosLLCThylacineStudios","Indie,RPGRPG,Indie,Fantasy,Turn-Based,Retro,Rogue-lite,Rogue-likeThylacineStudios","Indie,RPGRPG,Indie,Fantasy,Turn-Based,Retro,Rogue-lite,Rogue-likeSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Indie,RPGThylacineStudiosLLC,ThylacineStudiosLLCThylacineStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards"
postal2paradiselost,POSTAL 2: Paradise Lost,"Action,Adventure,Indie","Single-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor,ProfileFeaturesLimited 
									","Action,Adventure,Indie,Comedy,FPS,DarkHumor,Gore,Post-apocalyptic,OpenWorld,Violent,Classic,Singleplayer,Shooter,First-Person,Nudity,Sandbox,Zombies,Horror,GreatSoundtrack,FamilyFriendly",,RunningWithScissors,"Action,Adventure,IndieRunningWithScissors","Action,Adventure,IndieAction,Adventure,Indie,Comedy,FPS,DarkHumor,Gore,Post-apocalyptic,OpenWorld,Violent,Classic,Singleplayer,Shooter,First-Person,Nudity,Sandbox,Zombies,Horror,GreatSoundtrack,FamilyFriendlyRunningWithScissors","Action,Adventure,IndieAction,Adventure,Indie,Comedy,FPS,DarkHumor,Gore,Post-apocalyptic,OpenWorld,Violent,Classic,Singleplayer,Shooter,First-Person,Nudity,Sandbox,Zombies,Horror,GreatSoundtrack,FamilyFriendlySingle-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor,ProfileFeaturesLimited 
									","Action,Adventure,IndieRunningWithScissorsSingle-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor,ProfileFeaturesLimited 
									"
planetoftheeyes,Planet of the Eyes,"Action,Adventure,Indie","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Adventure,Indie,Action,Platformer,Robots,Short,Puzzle-Platformer,Puzzle,2D","Cococucumber,Cococucumber",Cococucumber,"Action,Adventure,IndieCococucumber,CococucumberCococucumber","Action,Adventure,IndieAdventure,Indie,Action,Platformer,Robots,Short,Puzzle-Platformer,Puzzle,2DCococucumber","Action,Adventure,IndieAdventure,Indie,Action,Platformer,Robots,Short,Puzzle-Platformer,Puzzle,2DSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Action,Adventure,IndieCococucumber,CococucumberCococucumberSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards"
blitzkrieganthology,Blitzkrieg Anthology,Strategy,Single-player,"Strategy,WorldWarII,RTS,War,Military,Singleplayer,Historical,RealTimeTactics,Classic,Tanks,Tactical,Atmospheric,Realistic,Difficult,GreatSoundtrack,DynamicNarration,Masterpiece,Multiplayer","Nival,Nival",Nival,"StrategyNival,NivalNival","StrategyStrategy,WorldWarII,RTS,War,Military,Singleplayer,Historical,RealTimeTactics,Classic,Tanks,Tactical,Atmospheric,Realistic,Difficult,GreatSoundtrack,DynamicNarration,Masterpiece,MultiplayerNival","StrategyStrategy,WorldWarII,RTS,War,Military,Singleplayer,Historical,RealTimeTactics,Classic,Tanks,Tactical,Atmospheric,Realistic,Difficult,GreatSoundtrack,DynamicNarration,Masterpiece,MultiplayerSingle-player","StrategyNival,NivalNivalSingle-player"
doorwaysholymountainsofflesh,Doorways: Holy Mountains of Flesh,"Action,Adventure,Indie","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Horror,Action,Adventure,Indie,Lovecraftian,Gore,Demons,SurvivalHorror,PsychologicalHorror,First-Person,Difficult,Survival,EarlyAccess,Dark,Singleplayer,ThirdPerson,3DVision,Mature,StoryRich,3DPlatformer","SaibotStudios,SaibotStudios",SaibotStudios,"Action,Adventure,IndieSaibotStudios,SaibotStudiosSaibotStudios","Action,Adventure,IndieHorror,Action,Adventure,Indie,Lovecraftian,Gore,Demons,SurvivalHorror,PsychologicalHorror,First-Person,Difficult,Survival,EarlyAccess,Dark,Singleplayer,ThirdPerson,3DVision,Mature,StoryRich,3DPlatformerSaibotStudios","Action,Adventure,IndieHorror,Action,Adventure,Indie,Lovecraftian,Gore,Demons,SurvivalHorror,PsychologicalHorror,First-Person,Difficult,Survival,EarlyAccess,Dark,Singleplayer,ThirdPerson,3DVision,Mature,StoryRich,3DPlatformerSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,IndieSaibotStudios,SaibotStudiosSaibotStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
foxflock,Fox & Flock,"Casual,Indie","Single-player,Shared/SplitScreen,SteamTradingCards","Casual,Indie,Puzzle,Horror,BoardGame","FlyingInteractive,FlyingInteractive",SmarterGames,"Casual,IndieFlyingInteractive,FlyingInteractiveSmarterGames","Casual,IndieCasual,Indie,Puzzle,Horror,BoardGameSmarterGames","Casual,IndieCasual,Indie,Puzzle,Horror,BoardGameSingle-player,Shared/SplitScreen,SteamTradingCards","Casual,IndieFlyingInteractive,FlyingInteractiveSmarterGamesSingle-player,Shared/SplitScreen,SteamTradingCards"
spermination,Spermination,"Action,Indie,Racing","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Indie,Racing,Comedy,Simulation,Memes,First-Person,Singleplayer,StoryRich,Atmospheric,FemaleProtagonist,SexualContent,Adventure,FPS","Phr00t'sSoftware,Phr00t'sSoftware",Phr00t'sSoftware,"Action,Indie,RacingPhr00t'sSoftware,Phr00t'sSoftwarePhr00t'sSoftware","Action,Indie,RacingAction,Indie,Racing,Comedy,Simulation,Memes,First-Person,Singleplayer,StoryRich,Atmospheric,FemaleProtagonist,SexualContent,Adventure,FPSPhr00t'sSoftware","Action,Indie,RacingAction,Indie,Racing,Comedy,Simulation,Memes,First-Person,Singleplayer,StoryRich,Atmospheric,FemaleProtagonist,SexualContent,Adventure,FPSSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Indie,RacingPhr00t'sSoftware,Phr00t'sSoftwarePhr00t'sSoftwareSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport"
nightmaresfromthedeep3davyjones,Nightmares from the Deep 3: Davy Jones,"Adventure,Casual","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","HiddenObject,Adventure,Point&Click,Casual,Puzzle,FemaleProtagonist,Pirates,Mystery,Fantasy,Singleplayer,2D,StoryRich,FamilyFriendly,Indie,Horror,GreatSoundtrack,Atmospheric","ArtifexMundi,ArtifexMundi",ArtifexMundi,"Adventure,CasualArtifexMundi,ArtifexMundiArtifexMundi","Adventure,CasualHiddenObject,Adventure,Point&Click,Casual,Puzzle,FemaleProtagonist,Pirates,Mystery,Fantasy,Singleplayer,2D,StoryRich,FamilyFriendly,Indie,Horror,GreatSoundtrack,AtmosphericArtifexMundi","Adventure,CasualHiddenObject,Adventure,Point&Click,Casual,Puzzle,FemaleProtagonist,Pirates,Mystery,Fantasy,Singleplayer,2D,StoryRich,FamilyFriendly,Indie,Horror,GreatSoundtrack,AtmosphericSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,CasualArtifexMundi,ArtifexMundiArtifexMundiSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
corporatelifestylesimulator,Corporate Lifestyle Simulator,"Action,Casual,Indie","Single-player,Fullcontrollersupport","Indie,Action,Zombies,Casual,PixelGraphics,GreatSoundtrack,Simulation,Gore,Isometric,Funny,Shooter","DolphinBarn,DolphinBarn",DolphinBarn,"Action,Casual,IndieDolphinBarn,DolphinBarnDolphinBarn","Action,Casual,IndieIndie,Action,Zombies,Casual,PixelGraphics,GreatSoundtrack,Simulation,Gore,Isometric,Funny,ShooterDolphinBarn","Action,Casual,IndieIndie,Action,Zombies,Casual,PixelGraphics,GreatSoundtrack,Simulation,Gore,Isometric,Funny,ShooterSingle-player,Fullcontrollersupport","Action,Casual,IndieDolphinBarn,DolphinBarnDolphinBarnSingle-player,Fullcontrollersupport"
nightmaresfromthedeepthecursedheart,Nightmares from the Deep: The Cursed Heart,"Adventure,Casual","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","HiddenObject,Adventure,Casual,Point&Click,Puzzle,Pirates,FemaleProtagonist,Horror,Singleplayer,Fantasy,Mystery,StoryRich,Atmospheric,Indie,2D,GreatSoundtrack,FamilyFriendly","ArtifexMundi,ArtifexMundi",ArtifexMundi,"Adventure,CasualArtifexMundi,ArtifexMundiArtifexMundi","Adventure,CasualHiddenObject,Adventure,Casual,Point&Click,Puzzle,Pirates,FemaleProtagonist,Horror,Singleplayer,Fantasy,Mystery,StoryRich,Atmospheric,Indie,2D,GreatSoundtrack,FamilyFriendlyArtifexMundi","Adventure,CasualHiddenObject,Adventure,Casual,Point&Click,Puzzle,Pirates,FemaleProtagonist,Horror,Singleplayer,Fantasy,Mystery,StoryRich,Atmospheric,Indie,2D,GreatSoundtrack,FamilyFriendlySingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,CasualArtifexMundi,ArtifexMundiArtifexMundiSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
absent,Absent,"Adventure,FreetoPlay",Single-player,"FreetoPlay,Adventure,Horror,Point&Click,Comedy,Funny,Singleplayer,Multiplayer","FNGames,FNGames",FNGames,"Adventure,FreetoPlayFNGames,FNGamesFNGames","Adventure,FreetoPlayFreetoPlay,Adventure,Horror,Point&Click,Comedy,Funny,Singleplayer,MultiplayerFNGames","Adventure,FreetoPlayFreetoPlay,Adventure,Horror,Point&Click,Comedy,Funny,Singleplayer,MultiplayerSingle-player","Adventure,FreetoPlayFNGames,FNGamesFNGamesSingle-player"
reversecrawl,Reverse Crawl,"Indie,RPG,Strategy","Single-player,SteamAchievements,SteamLeaderboards","Strategy,RPG,Indie,Turn-Based,Turn-BasedTactics,VillainProtagonist","Digerati,Digerati",NerdookProductions,"Indie,RPG,StrategyDigerati,DigeratiNerdookProductions","Indie,RPG,StrategyStrategy,RPG,Indie,Turn-Based,Turn-BasedTactics,VillainProtagonistNerdookProductions","Indie,RPG,StrategyStrategy,RPG,Indie,Turn-Based,Turn-BasedTactics,VillainProtagonistSingle-player,SteamAchievements,SteamLeaderboards","Indie,RPG,StrategyDigerati,DigeratiNerdookProductionsSingle-player,SteamAchievements,SteamLeaderboards"
silvercreekfallschapter1,Silver Creek Falls: Chapter 1,"Adventure,FreetoPlay,Indie","Single-player,SteamAchievements","FreetoPlay,Horror,RPGMaker,Indie,Adventure,Mystery,Detective,StoryRich,GreatSoundtrack,FemaleProtagonist,HiddenObject,PixelGraphics,2D,Singleplayer,RPG","SapphireDragonProductions,SapphireDragonProductions",SapphireDragonProductions,"Adventure,FreetoPlay,IndieSapphireDragonProductions,SapphireDragonProductionsSapphireDragonProductions","Adventure,FreetoPlay,IndieFreetoPlay,Horror,RPGMaker,Indie,Adventure,Mystery,Detective,StoryRich,GreatSoundtrack,FemaleProtagonist,HiddenObject,PixelGraphics,2D,Singleplayer,RPGSapphireDragonProductions","Adventure,FreetoPlay,IndieFreetoPlay,Horror,RPGMaker,Indie,Adventure,Mystery,Detective,StoryRich,GreatSoundtrack,FemaleProtagonist,HiddenObject,PixelGraphics,2D,Singleplayer,RPGSingle-player,SteamAchievements","Adventure,FreetoPlay,IndieSapphireDragonProductions,SapphireDragonProductionsSapphireDragonProductionsSingle-player,SteamAchievements"
spookycats,Spooky Cats,"Action,Casual,Indie","Single-player,SteamTradingCards,PartialControllerSupport","Action,Casual,Indie,Platformer,Dark,Cats,DarkComedy,Puzzle-Platformer,DarkHumor,Horror,Cute,Singleplayer,FemaleProtagonist,2D,Short","Russpuppy,Russpuppy",Russpuppy,"Action,Casual,IndieRusspuppy,RusspuppyRusspuppy","Action,Casual,IndieAction,Casual,Indie,Platformer,Dark,Cats,DarkComedy,Puzzle-Platformer,DarkHumor,Horror,Cute,Singleplayer,FemaleProtagonist,2D,ShortRusspuppy","Action,Casual,IndieAction,Casual,Indie,Platformer,Dark,Cats,DarkComedy,Puzzle-Platformer,DarkHumor,Horror,Cute,Singleplayer,FemaleProtagonist,2D,ShortSingle-player,SteamTradingCards,PartialControllerSupport","Action,Casual,IndieRusspuppy,RusspuppyRusspuppySingle-player,SteamTradingCards,PartialControllerSupport"
puttputtjoinstheparade,Putt-Putt® Joins the Parade,"Adventure,Casual",Single-player,"Adventure,Point&Click,FamilyFriendly,Casual,Singleplayer,CultClassic,Classic,Politics,DarkHumor,Atmospheric","HumongousEntertainment,NightdiveStudios,HumongousEntertainment,NightdiveStudios",HumongousEntertainment,"Adventure,CasualHumongousEntertainment,NightdiveStudios,HumongousEntertainment,NightdiveStudiosHumongousEntertainment","Adventure,CasualAdventure,Point&Click,FamilyFriendly,Casual,Singleplayer,CultClassic,Classic,Politics,DarkHumor,AtmosphericHumongousEntertainment","Adventure,CasualAdventure,Point&Click,FamilyFriendly,Casual,Singleplayer,CultClassic,Classic,Politics,DarkHumor,AtmosphericSingle-player","Adventure,CasualHumongousEntertainment,NightdiveStudios,HumongousEntertainment,NightdiveStudiosHumongousEntertainmentSingle-player"
vanguardprincessdirectorscut,Vanguard Princess Director's Cut,"Action,Casual,FreetoPlay,Indie","Single-player,LocalMulti-Player,Shared/SplitScreen,DownloadableContent,SteamTradingCards,Captionsavailable,SteamWorkshop,PartialControllerSupport,ProfileFeaturesLimited 
									","Action,Anime,SexualContent,Indie,FreetoPlay,Casual,Fighting,2DFighter","eigoMANGA,eigoMANGA",TomoakiSugeno,"Action,Casual,FreetoPlay,IndieeigoMANGA,eigoMANGATomoakiSugeno","Action,Casual,FreetoPlay,IndieAction,Anime,SexualContent,Indie,FreetoPlay,Casual,Fighting,2DFighterTomoakiSugeno","Action,Casual,FreetoPlay,IndieAction,Anime,SexualContent,Indie,FreetoPlay,Casual,Fighting,2DFighterSingle-player,LocalMulti-Player,Shared/SplitScreen,DownloadableContent,SteamTradingCards,Captionsavailable,SteamWorkshop,PartialControllerSupport,ProfileFeaturesLimited 
									","Action,Casual,FreetoPlay,IndieeigoMANGA,eigoMANGATomoakiSugenoSingle-player,LocalMulti-Player,Shared/SplitScreen,DownloadableContent,SteamTradingCards,Captionsavailable,SteamWorkshop,PartialControllerSupport,ProfileFeaturesLimited 
									"
castlevanialordsofshadow2revelationsdlc,Castlevania: Lords of Shadow 2 - Revelations DLC,"Action,Adventure","Single-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamCloud","Action,Adventure,HackandSlash","KonamiDigitalEntertainment,KonamiDigitalEntertainment",MercurySteam,"Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentMercurySteam","Action,AdventureAction,Adventure,HackandSlashMercurySteam","Action,AdventureAction,Adventure,HackandSlashSingle-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamCloud","Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentMercurySteamSingle-player,DownloadableContent,SteamAchievements,Fullcontrollersupport,SteamCloud"
badmojoredux,Bad Mojo Redux,"Adventure,Simulation",Single-player,"Adventure,Simulation,FMV,Horror,Puzzle,1990's,Point&Click","NightdiveStudios,NightdiveStudios",PulseEntertainment,"Adventure,SimulationNightdiveStudios,NightdiveStudiosPulseEntertainment","Adventure,SimulationAdventure,Simulation,FMV,Horror,Puzzle,1990's,Point&ClickPulseEntertainment","Adventure,SimulationAdventure,Simulation,FMV,Horror,Puzzle,1990's,Point&ClickSingle-player","Adventure,SimulationNightdiveStudios,NightdiveStudiosPulseEntertainmentSingle-player"
journeyofaroach,Journey of a Roach,"Adventure,Indie","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Adventure,Point&Click,Indie,Puzzle,Comedy,Singleplayer,Short,Post-apocalyptic,Casual,Cute,Controller","DaedalicEntertainment,DaedalicEntertainment","Koboldgames,DaedalicEntertainment","Adventure,IndieDaedalicEntertainment,DaedalicEntertainmentKoboldgames,DaedalicEntertainment","Adventure,IndieAdventure,Point&Click,Indie,Puzzle,Comedy,Singleplayer,Short,Post-apocalyptic,Casual,Cute,ControllerKoboldgames,DaedalicEntertainment","Adventure,IndieAdventure,Point&Click,Indie,Puzzle,Comedy,Singleplayer,Short,Post-apocalyptic,Casual,Cute,ControllerSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Adventure,IndieDaedalicEntertainment,DaedalicEntertainmentKoboldgames,DaedalicEntertainmentSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
ednaharveythebreakout,Edna & Harvey: The Breakout,"Adventure,Indie","SteamAchievements,SteamTradingCards,SteamCloud,Commentaryavailable","Point&Click,Adventure,Comedy,Indie,Funny,DarkHumor,FemaleProtagonist,Singleplayer,Psychological,2D,Puzzle,StoryRich","DaedalicEntertainment,DaedalicEntertainment",DaedalicEntertainment,"Adventure,IndieDaedalicEntertainment,DaedalicEntertainmentDaedalicEntertainment","Adventure,IndiePoint&Click,Adventure,Comedy,Indie,Funny,DarkHumor,FemaleProtagonist,Singleplayer,Psychological,2D,Puzzle,StoryRichDaedalicEntertainment","Adventure,IndiePoint&Click,Adventure,Comedy,Indie,Funny,DarkHumor,FemaleProtagonist,Singleplayer,Psychological,2D,Puzzle,StoryRichSteamAchievements,SteamTradingCards,SteamCloud,Commentaryavailable","Adventure,IndieDaedalicEntertainment,DaedalicEntertainmentDaedalicEntertainmentSteamAchievements,SteamTradingCards,SteamCloud,Commentaryavailable"
10000000,"10,000,000","Action,Casual,Indie,RPG","Single-player,SteamAchievements,SteamTradingCards","Match3,Indie,Puzzle,Casual,PixelGraphics,RPG,Mouseonly,Singleplayer,Retro,Action,Touch-Friendly,Addictive,2D,Fantasy,Strategy,GreatSoundtrack,Rogue-lite,DungeonCrawler,Rogue-like,FamilyFriendly","EightyEightGames,EightyEightGames",EightyEightGames,"Action,Casual,Indie,RPGEightyEightGames,EightyEightGamesEightyEightGames","Action,Casual,Indie,RPGMatch3,Indie,Puzzle,Casual,PixelGraphics,RPG,Mouseonly,Singleplayer,Retro,Action,Touch-Friendly,Addictive,2D,Fantasy,Strategy,GreatSoundtrack,Rogue-lite,DungeonCrawler,Rogue-like,FamilyFriendlyEightyEightGames","Action,Casual,Indie,RPGMatch3,Indie,Puzzle,Casual,PixelGraphics,RPG,Mouseonly,Singleplayer,Retro,Action,Touch-Friendly,Addictive,2D,Fantasy,Strategy,GreatSoundtrack,Rogue-lite,DungeonCrawler,Rogue-like,FamilyFriendlySingle-player,SteamAchievements,SteamTradingCards","Action,Casual,Indie,RPGEightyEightGames,EightyEightGamesEightyEightGamesSingle-player,SteamAchievements,SteamTradingCards"
cherrytreehighcomedyclub,Cherry Tree High Comedy Club,"Adventure,Indie","Single-player,SteamTradingCards,PartialControllerSupport","VisualNovel,Anime,Indie,Comedy,Adventure,FemaleProtagonist,RPG,Singleplayer,Cute,Simulation,RPGMaker,DatingSim","NyuMedia,NyuMedia",773,"Adventure,IndieNyuMedia,NyuMedia773","Adventure,IndieVisualNovel,Anime,Indie,Comedy,Adventure,FemaleProtagonist,RPG,Singleplayer,Cute,Simulation,RPGMaker,DatingSim773","Adventure,IndieVisualNovel,Anime,Indie,Comedy,Adventure,FemaleProtagonist,RPG,Singleplayer,Cute,Simulation,RPGMaker,DatingSimSingle-player,SteamTradingCards,PartialControllerSupport","Adventure,IndieNyuMedia,NyuMedia773Single-player,SteamTradingCards,PartialControllerSupport"
sherlockholmesandthehoundofthebaskervilles,Sherlock Holmes and The Hound of The Baskervilles,"Adventure,Casual",Single-player,"Adventure,Casual,HiddenObject,Puzzle,Point&Click,Detective,Mystery","Frogwares,Frogwares",WaterlilyGames,"Adventure,CasualFrogwares,FrogwaresWaterlilyGames","Adventure,CasualAdventure,Casual,HiddenObject,Puzzle,Point&Click,Detective,MysteryWaterlilyGames","Adventure,CasualAdventure,Casual,HiddenObject,Puzzle,Point&Click,Detective,MysterySingle-player","Adventure,CasualFrogwares,FrogwaresWaterlilyGamesSingle-player"
hegemonygoldwarsofancientgreece,Hegemony Gold: Wars of Ancient Greece,"Indie,Strategy","Single-player,SteamCloud","Strategy,Indie,Historical,RTS,Real-TimewithPause,GrandStrategy","LongbowGames,LongbowGames",LongbowGames,"Indie,StrategyLongbowGames,LongbowGamesLongbowGames","Indie,StrategyStrategy,Indie,Historical,RTS,Real-TimewithPause,GrandStrategyLongbowGames","Indie,StrategyStrategy,Indie,Historical,RTS,Real-TimewithPause,GrandStrategySingle-player,SteamCloud","Indie,StrategyLongbowGames,LongbowGamesLongbowGamesSingle-player,SteamCloud"
falloutnewvegashonesthearts,Fallout New Vegas: Honest Hearts,"Action,RPG","Single-player,DownloadableContent,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","RPG,Action,OpenWorld,Singleplayer","BethesdaSoftworks,BethesdaSoftworks",ObsidianEntertainment,"Action,RPGBethesdaSoftworks,BethesdaSoftworksObsidianEntertainment","Action,RPGRPG,Action,OpenWorld,SingleplayerObsidianEntertainment","Action,RPGRPG,Action,OpenWorld,SingleplayerSingle-player,DownloadableContent,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,RPGBethesdaSoftworks,BethesdaSoftworksObsidianEntertainmentSingle-player,DownloadableContent,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards"
runawayatwistoffate,Runaway: A Twist of Fate,Adventure,Single-player,"Adventure,Point&Click,Mystery,Puzzle,Comedy,Singleplayer,Funny","FocusHomeInteractive,FocusHomeInteractive",PenduloStudios,"AdventureFocusHomeInteractive,FocusHomeInteractivePenduloStudios","AdventureAdventure,Point&Click,Mystery,Puzzle,Comedy,Singleplayer,FunnyPenduloStudios","AdventureAdventure,Point&Click,Mystery,Puzzle,Comedy,Singleplayer,FunnySingle-player","AdventureFocusHomeInteractive,FocusHomeInteractivePenduloStudiosSingle-player"
nexusthejupiterincident,Nexus - The Jupiter Incident,"Indie,Simulation,Strategy","Single-player,Multi-player,Includesleveleditor","Strategy,Space,Sci-fi,Simulation,RTS,Singleplayer,Indie,Atmospheric,Tactical,Classic,Multiplayer,RealTimeTactics,Moddable,CultClassic","HandyGames,HandyGames","MithisGames,THQNordic","Indie,Simulation,StrategyHandyGames,HandyGamesMithisGames,THQNordic","Indie,Simulation,StrategyStrategy,Space,Sci-fi,Simulation,RTS,Singleplayer,Indie,Atmospheric,Tactical,Classic,Multiplayer,RealTimeTactics,Moddable,CultClassicMithisGames,THQNordic","Indie,Simulation,StrategyStrategy,Space,Sci-fi,Simulation,RTS,Singleplayer,Indie,Atmospheric,Tactical,Classic,Multiplayer,RealTimeTactics,Moddable,CultClassicSingle-player,Multi-player,Includesleveleditor","Indie,Simulation,StrategyHandyGames,HandyGamesMithisGames,THQNordicSingle-player,Multi-player,Includesleveleditor"
